age,gender,education_level,school_type,family_income,parent_education,urban_rural,previous_exam_score,previous_gpa,attendance_percentage,assignment_completion_rate,class_participation,study_hours_per_day,self_study_hours,private_tuition,online_learning_hours,study_consistency,study_environment,study_method,revision_frequency,practice_tests_completed,notes_quality,sleep_hours,sleep_quality,daily_screen_time,physical_activity_hours,break_frequency,stress_level,motivation_level,internet_access,device_availability,educational_app_usage,online_course_hours,exam_difficulty,exam_preparation_days,questions_attempted,questions_correct,time_management_score,exam_anxiety_level,exam_score
14,1.0,0.0,2.0,4.0,4.0,1.0,72.81,2.73,93.97,77.41,2.0,0.81,0.71,0,0.53,2.0,1.0,2.0,0.0,3,0.0,8.42,1.0,4.98,0.58,1.0,9,2.0,1,0.0,0.0,0.82,2.0,13,96,75,85.67,9.46,79.24
19,0.0,0.0,2.0,4.0,1.0,2.0,68.14,2.74,62.93,72.14,0.0,2.39,1.21,0,0.65,2.0,2.0,2.0,2.0,4,2.0,5.8,2.0,8.2,2.49,1.0,10,2.0,1,0.0,1.0,6.18,0.0,30,94,65,72.59,9.76,70.27
20,0.0,1.0,1.0,1.0,0.0,1.0,67.6,2.88,72.65,62.95,0.0,5.05,4.19,1,0.52,2.0,0.0,4.0,0.0,4,2.0,6.54,3.0,5.23,0.69,1.0,8,2.0,1,1.0,2.0,2.84,1.0,3,86,35,89.8,8.84,43.92
14,1.0,0.0,2.0,1.0,4.0,2.0,72.55,2.780892014706042,87.07,32.35,2.0,0.5,0.42,0,2.55,0.0,0.0,2.0,2.0,6,2.0,8.75,2.0,3.99,2.92,0.0,10,0.0,1,0.0,0.0,0.56,0.0,1,90,49,95.99,10.0,54.04
14,1.0,1.0,2.0,1.0,3.0,0.0,69.59,2.82,85.05,75.24,2.0,0.97,0.72,1,3.31,2.0,0.0,2.0,0.0,5,0.0,8.05,1.0,4.48,1.54,0.0,6,0.0,1,1.0,1.0,9.31,2.0,21,97,67,87.0,5.08,68.71
16,1.0,1.0,0.0,0.0,1.0,1.0,88.92,3.82,75.46,51.19,0.0,0.68,0.54,0,1.83,2.0,0.0,0.0,1.0,5,0.0,6.64,0.0,4.16,5.6,1.0,8,0.0,1,1.0,2.0,0.28,0.0,8,97,74,72.58,8.55,77.37
14,1.0,0.0,2.0,4.0,0.0,2.0,77.92,3.23,70.71,65.9,2.0,3.88,2.05,0,2.09,0.0,0.0,4.0,2.0,9,0.0,10.37,1.0,4.14,3.34,1.0,7,2.0,1,0.0,2.0,0.4,1.0,24,87,65,100.0,7.65,75.05
15,1.0,1.0,0.0,2.0,1.0,2.0,65.12,2.780892014706042,84.74,55.66,1.0,3.51,3.01,1,0.24,1.0,2.0,4.0,2.0,6,0.0,7.01,0.0,6.6,6.04,0.0,10,2.0,1,1.0,2.0,0.06,1.0,12,92,44,92.24,8.35,46.57
20,0.0,0.0,1.0,0.0,1.0,1.0,62.05,2.36,84.61688196855897,68.28,0.0,3.47,1.89,1,1.02,2.0,0.0,0.0,2.0,5,0.0,9.93,2.0,6.2,4.9,1.0,10,2.0,1,1.0,0.0,0.59,2.0,18,95,53,82.44,10.0,55.89
16,1.0,0.0,2.0,2.0,3.0,2.0,58.69,2.18,84.27,68.77,2.0,3.14,2.15,0,3.29,2.0,2.0,3.0,2.0,7,0.0,7.03,2.0,4.87,4.75,1.0,10,2.0,1,0.0,1.0,0.35,0.0,11,93,58,78.39855100844147,9.23,61.3
18,1.0,0.0,2.0,3.0,3.0,2.0,73.35,2.73,66.96,58.54,2.0,1.91,1.49,1,1.51,2.0,0.0,1.0,1.0,6,0.0,7.52,1.0,6.53,3.61,0.0,10,2.0,1,0.0,0.0,0.85,0.0,21,95,72,88.67,10.0,77.11
20,0.0,1.0,2.0,2.0,4.0,2.0,54.58,2.31,81.07,52.73,2.0,3.35,2.34,0,4.7,1.0,0.0,0.0,0.0,6,0.0,7.55,1.0,5.71,1.39,1.0,10,2.0,1,1.0,0.0,0.9,1.0,17,92,49,79.58,7.61,52.16
16,1.0,0.0,1.0,3.0,3.0,1.0,84.74,3.32,75.84,58.31,1.0,0.96,0.8,0,13.52,2.0,0.0,3.0,0.0,3,0.0,5.77,1.0,6.63,5.33,1.0,8,2.0,1,0.0,2.0,12.11,2.0,11,86,43,60.8,7.56,52.2
20,1.0,1.0,1.0,3.0,4.0,2.0,63.17,2.38,84.8,73.06,2.0,4.86,2.87,0,2.55,1.0,1.0,4.0,0.0,11,1.0,8.22,3.0,4.29,1.17,1.0,7,2.0,1,0.0,2.0,4.37,1.0,8,90,66,66.77,6.71,73.12
15,0.0,0.0,1.0,2.0,1.0,1.0,61.91,2.4,78.99,61.87,2.0,3.39,1.93,1,0.08,0.0,2.0,4.0,2.0,5,0.0,9.1,1.0,4.06,1.96,0.0,9,1.0,1,0.0,1.0,0.41,0.0,20,100,74,100.0,7.99,73.18
19,1.0,0.0,2.0,4.0,1.0,2.0,73.65,2.99,92.61,74.43,2.0,2.02,1.31,0,0.14,0.0,2.0,1.0,2.0,4,0.0,4.99,0.0,5.75,0.82,0.0,10,2.0,1,0.0,2.0,19.66,2.0,14,88,54,70.65,10.0,60.35
15,0.0,1.0,2.0,1.0,3.0,1.0,61.68,2.45,89.33,51.3,2.0,0.52,0.28,1,0.79,2.0,2.0,3.0,2.0,5,2.0,6.03,1.0,1.42,5.48,0.0,10,1.0,1,0.0,1.0,1.73,2.0,23,93,39,78.39855100844147,10.0,41.78
15,0.0,1.0,2.0,2.0,3.0,0.0,69.36,2.53,60.34,62.34,1.0,3.59,2.29,0,2.28,2.0,2.0,3.0,2.0,4,0.0,6.68,1.0,3.09,4.18,1.0,10,2.0,1,0.0,1.0,5.26,1.0,5,94,35,64.12,10.0,40.52
14,1.0,0.0,1.0,3.0,1.0,1.0,76.69,3.23,82.62,68.09,1.0,1.7,0.9,0,1.18,0.0,0.0,0.0,0.0,9,2.0,5.98,1.0,3.29,0.04,1.0,10,1.0,1,0.0,1.0,4.66,2.0,1,98,37,60.01,9.15,38.0
20,1.0,0.0,2.0,1.0,3.0,1.0,80.38,3.15,94.94,52.6,1.0,1.47,1.28,0,15.0,0.0,2.0,3.0,2.0,4,0.0,8.17,1.0,6.25,0.85,1.0,10,2.0,0,1.0,2.0,1.65,2.0,2,85,65,93.26,10.0,78.94
19,1.0,1.0,2.0,1.0,3.0,2.0,66.43,2.34,95.67,62.65,1.0,4.79,3.89,0,0.0,2.0,2.0,0.0,2.0,7,1.0,4.33,0.0,1.71,4.2,0.0,10,2.0,1,0.0,2.0,4.88,2.0,3,97,55,67.22,10.0,57.5
18,1.0,0.0,1.0,0.0,1.0,1.0,66.09,2.62,84.61688196855897,74.13,1.0,1.81,1.2,1,0.62,0.0,2.0,0.0,0.0,5,1.0,8.21,2.0,5.09,0.68,0.0,8,0.0,0,1.0,1.0,8.96,1.0,8,97,67,78.39855100844147,7.58,70.05
19,0.0,0.0,2.0,1.0,2.0,2.0,79.59,2.94,83.21,86.01,0.0,2.02,1.76,1,3.17,0.0,2.0,1.0,2.0,5,2.0,7.25,1.0,4.13,3.69,1.0,9,0.0,1,0.0,0.0,0.1,0.0,25,91,58,79.12,8.4,63.67
18,0.0,1.0,1.0,4.0,1.0,0.0,70.32,2.780892014706042,76.15,57.68,0.0,0.5,0.39,1,10.69,0.0,0.0,2.0,2.0,3,1.0,6.35,1.0,6.24,0.42,0.0,10,0.0,1,0.0,0.0,2.78,1.0,25,89,48,82.93,7.6,53.04
17,0.0,0.0,1.0,2.0,0.0,0.0,74.73,3.2,75.64,77.11,0.0,3.89,3.13,0,1.8,2.0,0.0,4.0,1.0,5,0.0,4.92,1.0,2.64,0.47,0.0,8,0.0,1,0.0,1.0,0.36,1.0,3,93,69,66.37,7.41,74.48
19,0.0,0.0,1.0,2.0,1.0,2.0,46.18,1.93,90.28,73.57,0.0,2.65,1.37,1,0.07,1.0,2.0,4.0,0.0,13,0.0,6.45,2.0,6.34,1.25,0.0,10,2.0,1,0.0,1.0,1.27,0.0,2,100,52,77.78,10.0,52.82
19,1.0,0.0,2.0,2.0,0.0,2.0,65.1,2.51,88.18,64.79,2.0,5.98,3.28,0,1.09,2.0,2.0,4.0,2.0,3,0.0,8.52,0.0,6.42,2.56,1.0,10,2.0,1,0.0,1.0,0.68,2.0,22,96,80,70.56,10.0,81.49
20,0.0,0.0,1.0,1.0,3.0,1.0,63.13,2.61,86.18,64.58,1.0,1.76,0.97,0,7.4,1.0,2.0,1.0,2.0,2,0.0,7.6,1.0,6.85,6.91,0.0,10,1.0,1,1.0,0.0,5.69,2.0,10,95,52,69.46,8.34,53.07
15,0.0,0.0,2.0,1.0,4.0,1.0,64.63,2.87,84.09,71.67,0.0,4.76,3.02,0,1.31,1.0,0.0,3.0,2.0,13,0.0,7.02,2.0,2.99,3.26,0.0,10,1.0,1,0.0,2.0,3.82,2.0,25,85,63,77.6,10.0,73.29
19,0.0,0.0,2.0,3.0,4.0,1.0,58.24,2.11,84.61688196855897,51.78,2.0,5.35,3.46,0,0.5,2.0,2.0,0.0,1.0,5,0.0,6.51,1.0,5.12,2.13,2.0,10,0.0,1,1.0,0.0,0.24,2.0,21,88,63,78.39855100844147,9.11,75.16
14,0.0,1.0,2.0,3.0,1.0,2.0,54.98,2.17,100.0,91.35,2.0,5.89,4.62,0,3.11,1.0,0.0,0.0,1.0,7,2.0,6.28,1.0,4.15,1.51,0.0,10,1.0,1,0.0,0.0,1.09,0.0,2,91,42,54.19,10.0,45.88
20,0.0,0.0,2.0,3.0,4.0,0.0,74.16,2.94,85.01,61.71,2.0,4.11,2.99,1,3.01,2.0,2.0,4.0,2.0,8,0.0,7.08,2.0,6.53,4.92,0.0,8,2.0,0,0.0,1.0,0.43,2.0,2,96,68,81.49,8.71,69.12
16,1.0,0.0,1.0,2.0,1.0,2.0,52.23,2.19,87.71,72.88,1.0,2.22,1.84,1,1.78,0.0,2.0,0.0,2.0,3,0.0,7.17,3.0,3.89,1.59,0.0,7,0.0,1,0.0,1.0,2.93,2.0,24,96,56,78.39855100844147,4.65,60.04
14,0.0,0.0,1.0,2.0,1.0,1.0,64.45,2.64,77.42,69.94,0.0,2.28,1.49,0,0.19,0.0,0.0,3.0,2.0,11,0.0,6.59,1.0,4.82,0.63,1.0,10,2.0,1,1.0,1.0,6.86,0.0,3,99,54,78.39855100844147,8.38,56.13
15,0.0,1.0,1.0,2.0,1.0,2.0,65.09,2.5,88.86,79.04,1.0,3.56,2.54,0,3.14,2.0,0.0,4.0,2.0,4,1.0,8.91,3.0,6.3,1.02,2.0,8,1.0,0,0.0,2.0,2.22,1.0,17,98,72,80.37,9.2,71.62
14,1.0,0.0,1.0,3.0,1.0,2.0,55.95,2.42,78.28,86.11,2.0,5.49,4.32,0,3.05,2.0,1.0,4.0,2.0,12,0.0,6.97,1.0,1.73,0.7,1.0,7,0.0,1,1.0,2.0,2.53,2.0,23,100,89,83.08,6.13,88.45
19,1.0,1.0,2.0,3.0,3.0,0.0,55.42,2.44,84.61688196855897,48.72,2.0,3.62,2.31,0,1.09,1.0,0.0,1.0,0.0,5,0.0,7.72,1.0,5.51,0.13,0.0,10,2.0,1,0.0,2.0,0.57,2.0,27,95,53,79.45,7.88,54.55
15,1.0,0.0,0.0,2.0,1.0,1.0,60.53,2.46,64.85,26.48,2.0,1.12,0.74,0,5.64,2.0,2.0,4.0,1.0,4,1.0,7.78,3.0,7.38,7.25,1.0,8,2.0,1,1.0,1.0,0.19,2.0,5,94,53,94.04,6.87,55.23
20,1.0,1.0,0.0,1.0,0.0,2.0,55.1,2.1,86.74,71.0,2.0,2.55,1.38,0,1.57,1.0,2.0,4.0,0.0,5,0.0,6.65,2.0,7.43,0.23,1.0,10,0.0,0,0.0,2.0,3.77,2.0,19,97,36,80.42,10.0,36.4
19,1.0,1.0,2.0,2.0,0.0,2.0,58.02,2.58,88.64,60.43,0.0,1.41,0.79,0,1.08,2.0,2.0,0.0,1.0,4,0.0,8.36,2.0,7.34,1.16,0.0,10,0.0,1,0.0,1.0,6.86,2.0,20,87,37,91.01,9.4,41.02
16,1.0,1.0,2.0,3.0,3.0,0.0,71.73,3.04,79.74,68.1,2.0,1.37,0.96,0,0.44,0.0,2.0,2.0,2.0,7,0.0,6.85,1.0,2.75,0.18,1.0,10,0.0,1,0.0,1.0,4.91,1.0,15,93,42,88.65,10.0,43.96
16,0.0,0.0,1.0,2.0,4.0,2.0,51.91,2.43,98.01,82.05,0.0,5.7,3.78,0,0.65,2.0,2.0,0.0,0.0,8,0.0,7.25,0.0,8.24,5.88,1.0,10,2.0,1,0.0,0.0,2.31,2.0,2,91,52,62.0,10.0,58.83
18,0.0,1.0,2.0,1.0,3.0,2.0,67.84,2.81,85.2,42.65,2.0,2.22,1.45,0,2.67,2.0,1.0,2.0,2.0,1,1.0,8.51,3.0,6.15,10.68,1.0,8,0.0,1,1.0,2.0,1.82,1.0,2,88,34,92.26,8.16,41.78
19,0.0,1.0,2.0,1.0,1.0,1.0,61.3,2.36,77.5,40.09,2.0,1.51,0.97,0,8.25,2.0,0.0,2.0,2.0,4,0.0,7.44,2.0,8.19,2.4,2.0,8,2.0,1,0.0,0.0,5.84,2.0,17,86,44,56.42,7.32,52.14
17,0.0,0.0,2.0,1.0,3.0,2.0,57.23,2.32,73.51,74.88,0.0,2.78,1.48,1,4.97,2.0,0.0,0.0,0.0,2,0.0,5.99,2.0,4.23,1.21,0.0,10,0.0,1,1.0,1.0,0.05,2.0,11,94,32,91.6,10.0,32.0
14,0.0,0.0,2.0,1.0,1.0,2.0,55.87,2.33,82.78,60.09,2.0,1.12,0.91,1,3.8,2.0,2.0,2.0,2.0,4,0.0,8.54,2.0,2.94,2.36,0.0,7,1.0,1,0.0,0.0,2.28,2.0,28,97,79,90.5,8.15,79.3
17,1.0,1.0,1.0,3.0,3.0,2.0,42.37,1.7,79.87,64.92,0.0,2.48,1.5,0,1.11,2.0,0.0,2.0,2.0,7,2.0,7.78,0.0,7.15,1.6,0.0,7,2.0,1,0.0,2.0,2.63,2.0,8,99,56,92.48,9.28,55.37
14,1.0,0.0,1.0,3.0,4.0,1.0,79.76,2.91,92.19,65.17,2.0,2.8,1.92,0,0.32,2.0,2.0,2.0,2.0,4,1.0,6.2,3.0,5.38,0.9,1.0,10,2.0,1,1.0,2.0,1.13,0.0,20,99,78,79.99,9.57,79.25
18,1.0,0.0,2.0,3.0,1.0,1.0,54.74,2.22,84.98,72.49,2.0,1.47,0.85,0,7.28,1.0,1.0,4.0,0.0,2,1.0,6.41,2.0,4.43,0.04,0.0,10,0.0,1,0.0,2.0,1.93,2.0,22,88,33,73.51,10.0,33.84
18,1.0,1.0,2.0,1.0,1.0,2.0,89.66,3.44,68.46,57.74,1.0,4.56,2.46,0,3.55,2.0,0.0,0.0,0.0,5,0.0,6.64,1.0,2.28,2.65,1.0,10,2.0,1,0.0,1.0,3.2,2.0,28,87,65,82.73,10.0,72.14
16,0.0,0.0,2.0,1.0,3.0,2.0,56.81,2.52,69.78,69.26,2.0,4.44,2.25,0,3.08,0.0,0.0,0.0,2.0,6,1.0,6.95,2.0,3.69,5.19,0.0,10,2.0,1,1.0,2.0,6.71,2.0,7,88,60,81.73,10.0,66.94
20,0.0,0.0,1.0,1.0,1.0,1.0,60.83,2.23,83.78,53.86,2.0,0.92,0.61,0,4.11,1.0,2.0,3.0,0.0,4,0.0,5.61,1.0,3.62,4.25,1.0,8,1.0,1,1.0,2.0,0.67,0.0,11,92,50,67.75,6.45,56.7
20,0.0,1.0,2.0,2.0,0.0,1.0,75.55,3.08,84.61688196855897,79.04,1.0,7.22,6.04,1,3.88,1.0,2.0,0.0,0.0,8,2.0,7.55,3.0,1.87,5.29,0.0,10,2.0,0,1.0,2.0,3.89,0.0,12,85,81,68.15,9.33,94.23
16,1.0,0.0,2.0,2.0,0.0,2.0,59.2,2.43,86.89,63.41,0.0,0.5,0.43,1,2.5,1.0,2.0,0.0,2.0,1,0.0,5.77,1.0,5.93,0.4,0.0,10,1.0,1,0.0,1.0,2.41,0.0,3,94,50,78.39855100844147,10.0,52.93
19,0.0,1.0,2.0,2.0,0.0,2.0,66.85,2.76,65.67,58.49,2.0,4.53,3.28,1,0.15,1.0,2.0,3.0,2.0,9,1.0,5.3,3.0,7.4,5.22,1.0,10,2.0,1,0.0,2.0,2.29,0.0,15,94,56,74.9,9.43,61.04
16,0.0,1.0,2.0,4.0,3.0,1.0,68.8,2.81,75.41,86.82,1.0,8.19,6.52,1,4.45,2.0,1.0,2.0,2.0,10,0.0,6.39,2.0,7.01,1.75,1.0,9,0.0,1,0.0,0.0,7.6,2.0,24,92,62,37.35,9.07,67.74
19,0.0,0.0,2.0,3.0,3.0,2.0,86.22,3.23,86.64,77.18,0.0,1.13,0.84,1,2.33,1.0,0.0,3.0,0.0,4,0.0,5.89,1.0,6.9,2.13,1.0,10,1.0,0,0.0,1.0,0.87,0.0,17,95,82,98.54,8.97,86.9
14,1.0,1.0,1.0,2.0,4.0,2.0,59.95,2.07,93.41,70.18,2.0,3.88,2.71,1,1.23,2.0,0.0,0.0,2.0,8,0.0,7.61,1.0,6.27,5.12,1.0,10,1.0,1,0.0,0.0,2.43,2.0,11,92,60,76.08,10.0,63.59
19,0.0,1.0,0.0,2.0,4.0,1.0,76.23,3.09,88.21,87.25,2.0,1.69,1.41,0,1.1,0.0,0.0,3.0,2.0,9,1.0,7.07,2.0,5.39,1.29,2.0,10,2.0,1,0.0,1.0,1.73,0.0,27,85,61,63.65,7.63,69.3
20,1.0,0.0,2.0,2.0,1.0,0.0,70.07,2.84,80.06,88.91,2.0,4.83,3.04,1,0.6,1.0,2.0,2.0,2.0,6,1.0,7.77,1.0,6.77,0.13,1.0,8,1.0,1,0.0,1.0,11.16,2.0,1,88,53,70.2,7.54,58.4
17,0.0,0.0,1.0,3.0,4.0,2.0,70.44,2.45,84.61688196855897,60.95,2.0,2.33,1.2,1,3.33,1.0,2.0,4.0,1.0,7,0.0,7.77,1.0,7.26,0.73,1.0,10,2.0,1,0.0,1.0,3.78,2.0,3,94,55,92.31,9.22,57.13
20,0.0,0.0,1.0,3.0,1.0,0.0,59.63,2.3,71.33,69.02,2.0,1.54,1.25,0,1.42,2.0,1.0,4.0,2.0,5,0.0,5.62,1.0,2.29,0.59,1.0,10,2.0,1,0.0,1.0,1.02,2.0,1,90,18,60.95,8.81,19.16
17,0.0,1.0,2.0,2.0,3.0,1.0,66.48,2.38,79.14,75.84,1.0,2.97,2.59,0,4.17,0.0,2.0,0.0,1.0,8,1.0,7.48,2.0,6.13,3.13,0.0,10,0.0,0,0.0,1.0,0.94,0.0,30,85,56,73.54,10.0,66.71
16,0.0,0.0,2.0,3.0,3.0,0.0,49.93,2.780892014706042,89.3,82.14,1.0,2.99,2.0,0,1.04,0.0,2.0,2.0,0.0,5,0.0,6.99,3.0,3.09,0.7,2.0,9,2.0,1,1.0,2.0,1.6,2.0,16,94,52,76.72,10.0,54.08
18,0.0,0.0,1.0,0.0,3.0,1.0,75.32,3.03,80.47,67.52,1.0,2.09,1.31,1,0.25,2.0,2.0,3.0,2.0,7,2.0,8.88,0.0,4.59,2.73,0.0,10,2.0,1,0.0,1.0,11.68,2.0,26,98,74,71.14,10.0,75.83
17,0.0,0.0,1.0,3.0,3.0,2.0,61.08,2.2,81.36,66.05,2.0,1.75,1.46,0,0.65,2.0,0.0,4.0,2.0,5,2.0,4.89,2.0,7.78,6.03,1.0,10,2.0,1,0.0,2.0,6.7,1.0,23,88,32,66.86,9.89,38.27
18,1.0,0.0,2.0,3.0,1.0,2.0,76.78,3.03,78.37,48.18,2.0,2.69,1.7,0,1.18,2.0,2.0,2.0,1.0,2,1.0,6.45,2.0,4.51,9.57,0.0,10,2.0,1,0.0,2.0,8.98,1.0,6,97,40,57.83,10.0,39.11
16,1.0,1.0,2.0,4.0,3.0,1.0,75.09,3.1,84.8,98.22,0.0,7.72,6.6,0,1.93,2.0,2.0,0.0,1.0,8,0.0,8.59,1.0,5.22,0.06,0.0,7,0.0,1,0.0,1.0,2.5,2.0,5,93,88,87.63,7.06,94.66
14,0.0,1.0,1.0,3.0,1.0,2.0,67.82,2.63,84.61688196855897,70.82,2.0,2.34,2.06,0,2.53,0.0,1.0,1.0,0.0,4,1.0,7.69,1.0,3.84,0.93,0.0,9,2.0,1,0.0,1.0,1.89,0.0,7,94,44,59.6,7.55,47.33
19,1.0,1.0,2.0,2.0,4.0,2.0,63.26,2.48,94.41,65.96,2.0,3.62,2.37,0,2.13,2.0,2.0,4.0,2.0,6,0.0,4.06,1.0,2.23,7.95,1.0,10,2.0,1,0.0,1.0,0.67,2.0,23,94,69,60.66,6.93,70.7
15,0.0,0.0,0.0,2.0,3.0,2.0,80.94,3.34,87.65,73.05,1.0,3.62,2.8,0,1.02,2.0,2.0,1.0,2.0,2,0.0,7.21,2.0,2.14,5.1,1.0,10,2.0,1,1.0,0.0,5.18,2.0,14,96,69,85.48,8.63,71.04
17,1.0,1.0,2.0,1.0,1.0,1.0,65.4,2.63,78.92,66.56,2.0,3.23,2.09,0,0.96,2.0,0.0,2.0,0.0,11,0.0,6.12,0.0,3.98,6.71,2.0,9,0.0,1,0.0,1.0,0.54,0.0,15,93,76,95.37,7.12,80.66
19,0.0,0.0,2.0,3.0,4.0,2.0,76.15,3.07,71.28,52.66,2.0,1.13,0.61,1,2.25,1.0,0.0,2.0,0.0,3,0.0,8.22,2.0,5.59,4.53,2.0,9,1.0,1,0.0,1.0,5.37,1.0,3,85,37,81.0,8.21,45.25
19,1.0,0.0,2.0,1.0,4.0,1.0,69.02,2.780892014706042,82.79,67.23,0.0,1.01,0.85,0,0.7,0.0,0.0,2.0,1.0,4,1.0,8.21,1.0,6.39,0.82,0.0,10,0.0,1,0.0,0.0,0.25,0.0,20,86,42,69.27,10.0,49.41
16,1.0,0.0,1.0,4.0,0.0,1.0,64.53,2.6,76.89,81.98,1.0,7.0,4.64,1,0.71,2.0,2.0,1.0,2.0,11,0.0,6.03,1.0,7.9,6.95,0.0,10,2.0,1,0.0,2.0,0.92,0.0,13,93,84,95.52,9.55,88.66
16,0.0,0.0,1.0,3.0,1.0,2.0,63.57,2.28,84.61688196855897,78.05,1.0,3.55,3.07,0,0.26,2.0,2.0,0.0,2.0,5,0.0,4.52,2.0,6.02,6.47,1.0,10,2.0,1,0.0,0.0,2.99,0.0,28,92,42,53.58,8.82,45.77
19,1.0,0.0,2.0,3.0,1.0,1.0,66.95,2.71,87.87,67.18,1.0,1.19,0.75,0,0.36,0.0,2.0,4.0,1.0,3,0.0,8.02,3.0,5.98,1.96,0.0,10,2.0,1,0.0,1.0,7.16,2.0,19,86,45,65.28,10.0,55.87
17,1.0,0.0,2.0,1.0,1.0,2.0,67.34,2.86,76.66,61.98,0.0,3.96,3.45,0,3.24,0.0,0.0,0.0,0.0,15,0.0,7.66,1.0,5.03,2.36,0.0,10,2.0,1,0.0,0.0,0.43,0.0,24,97,83,100.0,10.0,87.63
15,1.0,1.0,2.0,1.0,3.0,2.0,48.7,1.98,86.21,65.88,2.0,3.57,2.0,0,3.67,1.0,2.0,1.0,1.0,4,2.0,8.53,2.0,5.31,0.79,0.0,6,1.0,1,0.0,2.0,4.97,1.0,24,88,54,71.45,4.25,62.03
20,1.0,1.0,2.0,1.0,0.0,1.0,69.16,2.78,76.12,91.47,0.0,3.03,2.38,0,1.0,2.0,0.0,1.0,2.0,6,1.0,8.65,3.0,4.6,0.71,1.0,10,2.0,1,0.0,2.0,1.68,0.0,7,87,65,78.89,9.64,74.72
14,0.0,0.0,2.0,2.0,3.0,0.0,63.58,2.66,84.61688196855897,88.05,0.0,3.93,2.09,1,0.24,2.0,2.0,0.0,2.0,9,0.0,9.72,1.0,9.73,2.57,1.0,7,1.0,1,0.0,0.0,5.67,2.0,27,98,92,83.02,8.44,92.91
17,0.0,1.0,2.0,3.0,0.0,1.0,74.71,2.82,71.99,53.02,2.0,3.7,2.56,0,1.17,0.0,1.0,3.0,1.0,9,0.0,6.37,0.0,5.82,3.69,0.0,8,1.0,1,0.0,0.0,1.42,0.0,23,90,72,67.47,7.9,79.79
19,1.0,1.0,2.0,2.0,3.0,2.0,85.7,2.780892014706042,88.53,66.22,2.0,2.15,1.84,0,1.59,2.0,2.0,0.0,2.0,5,2.0,6.75,2.0,2.27,3.96,1.0,9,2.0,1,0.0,1.0,1.98,1.0,12,98,84,78.39855100844147,9.86,83.52
14,0.0,1.0,2.0,0.0,3.0,0.0,90.62,3.67,85.89,64.6,1.0,3.47,1.84,1,6.46,0.0,0.0,3.0,1.0,4,0.0,8.26,1.0,6.26,1.0,2.0,10,2.0,1,0.0,2.0,9.29,0.0,7,95,81,100.0,10.0,85.91
16,1.0,1.0,1.0,0.0,2.0,2.0,93.98,3.87,89.46,87.24,2.0,5.34,4.76,0,1.5,2.0,2.0,3.0,2.0,3,0.0,6.75,2.0,8.22,1.48,0.0,7,2.0,0,0.0,1.0,2.99,2.0,8,94,83,75.89,5.76,88.1
19,0.0,1.0,0.0,0.0,3.0,2.0,94.26,3.77,86.49,60.08,2.0,3.59,1.91,0,1.46,2.0,2.0,4.0,2.0,3,0.0,9.24,2.0,5.77,8.97,0.0,10,2.0,1,1.0,0.0,1.02,2.0,18,85,71,88.19,10.0,84.47
19,0.0,1.0,2.0,2.0,1.0,0.0,63.33,2.63,82.96,61.33,2.0,2.68,2.37,0,1.38,1.0,1.0,3.0,1.0,8,0.0,6.43,2.0,7.52,1.17,1.0,9,2.0,1,0.0,1.0,7.2,0.0,8,95,58,88.1,10.0,58.85
17,0.0,1.0,2.0,2.0,0.0,2.0,57.42,2.34,85.32,57.56,2.0,2.17,1.5,0,1.31,0.0,2.0,3.0,1.0,4,1.0,7.51,1.0,5.24,1.67,1.0,10,2.0,1,0.0,2.0,0.26,2.0,6,92,36,78.39855100844147,9.8,36.61
14,0.0,0.0,2.0,2.0,0.0,0.0,71.51,2.9,78.74,51.11,1.0,1.07,0.85,0,0.22,0.0,1.0,4.0,0.0,5,2.0,5.96,1.0,3.49,1.29,1.0,10,2.0,1,0.0,2.0,1.93,0.0,19,94,53,77.43,9.81,57.32
18,0.0,1.0,2.0,4.0,3.0,1.0,68.86,2.94,89.39,44.06,1.0,0.78,0.68,1,0.92,2.0,0.0,3.0,0.0,4,2.0,8.16,1.0,5.22,0.72,1.0,9,1.0,0,0.0,1.0,0.05,2.0,24,87,62,78.39855100844147,10.0,68.33
18,1.0,1.0,2.0,3.0,1.0,1.0,78.61,3.04,84.43,73.0,0.0,3.97,2.94,0,0.28,2.0,2.0,2.0,1.0,7,1.0,6.7,2.0,4.33,0.65,1.0,10,2.0,0,0.0,0.0,6.41,1.0,16,93,51,98.73,10.0,53.72
18,1.0,0.0,1.0,3.0,1.0,2.0,59.66,2.57,85.48,66.06,0.0,2.59,1.38,0,3.68,2.0,2.0,4.0,2.0,5,0.0,7.45,0.0,5.03,3.59,1.0,10,1.0,1,0.0,2.0,5.58,2.0,13,96,59,46.44,10.0,63.33
19,1.0,1.0,2.0,2.0,0.0,2.0,46.28,1.84,79.57,66.19,2.0,3.03,2.44,1,1.14,2.0,2.0,0.0,2.0,2,2.0,7.34,2.0,6.99,5.39,1.0,10,0.0,1,0.0,1.0,3.8,2.0,7,96,52,74.63,8.51,56.02
20,1.0,1.0,2.0,3.0,1.0,0.0,68.2,2.71,77.9,70.85,2.0,2.06,1.06,0,4.19,2.0,2.0,0.0,2.0,4,0.0,6.76,0.0,4.03,1.48,1.0,9,2.0,1,0.0,2.0,2.27,2.0,18,87,50,78.39855100844147,10.0,57.75
